,title,name,type,img
219,Historical Figures (1100s),Henry I of England,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
220,Historical Figures (300's),Julian,INTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
221,Historical Figures (200's),Sima Yi,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
222,Historical Figures (1st Millenium BCE),Gaius Valerius Catullus,ENFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
223,Historical Figures (1900s),Douglas MacArthur,ESTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
224,Historical Figures (1900s),Hideki Tojo (東條 英機),ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
225,Historical Figures (1000's BCE),Tutankhamun,ISTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
226,Historical Figures (1000s),William the Conqueror,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
227,Historical Figures (1800s),Carl von Clausewitz,INTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
228,Historical Figures (1900s),Erich von Manstein,ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
229,Historical Figures (1600s),Cardinal Richelieu,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
230,Historical Figures (1st Millenium BCE),Philip II of Macedon,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
231,Historical Figures (1800s),Susan B. Anthony,INFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
232,Historical Figures (1800s),José de San Martín,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
233,Historical Figures (1900s),Józef Piłsudski,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
234,Historical Figures (1600s),Charles I of England,ISFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
235,Historical Figures (1800s),Napoleon III,ENFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
236,Historical Figures (1900s),António de Oliveira Salazar,ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
237,Historical Figures (1200s),"Frederick II, Holy Roman Emperor",ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
238,Historical Figures (1900s),Gamal Abdel Nasser,ENFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
239,Historical Figures (1500s),Akbar the Great,ENFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
240,Historical Figures (1800s),Giuseppe Garibaldi,ENFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
241,Historical Figures (1700s),Maria Theresa,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
242,Historical Figures (200's),Elagabalus,ESFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
243,Historical Figures (1400s),Lorenzo de' Medici,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
244,Historical Figures (1700s),Thomas Paine,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
245,Historical Figures (1500s),Toyotomi Hideyoshi,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
246,Historical Figures (1000's BCE),Akhenaten,INFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
247,Historical Figures (1900s),Václav Havel,ENFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
248,Historical Figures (1900s),James Baldwin,INFP,https://www.personality-database.com/profile_images/56742.png
249,Historical Figures (1800s),Stonewall Jackson,ISTJ,https://www.personality-database.com/profile_images/41848.png
250,Historical Figures (1600s),"Murad IV, Ottoman Sultan",ENTJ,https://www.personality-database.com/profile_images/38943.png
251,Historical Figures (1900s),Juan Perón,ESTJ,https://www.personality-database.com/profile_images/12422.png
252,Historical Figures (1900s),Leonid Brezhnev,ESFJ,https://www.personality-database.com/profile_images/71944.png
253,Historical Figures (1700s),Timothy Dexter,ENFP,https://www.personality-database.com/profile_images/112576.png
254,Historical Figures (1500s),Selim The Grim,ENTJ,https://www.personality-database.com/profile_images/46208.png
255,Historical Figures (1900s),Süleyman Demirel,ENTP,https://www.personality-database.com/profile_images/63709.png
256,Historical Figures (1900s),İsmet İnönü,ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
257,Historical Figures (1st Millenium BCE),Liu Bang (Emperor Gaozu of Han),ESTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
258,Historical Figures (1700s),Peter III of Russia,ISFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
259,Historical Figures (1900s),Anwar el-Sadat,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
260,Historical Figures (1700s),Elizabeth Hamilton,INFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
261,Historical Figures (1900s),"Juscelino ""JK"" Kubitschek",ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
262,Historical Figures (200's),Sun Quan,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
263,Historical Figures (100's),Lü Bu,ESTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
264,Historical Figures (1900s),Nicolae Ceauşescu,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
265,Historical Figures (1st Millenium BCE),Cato the Elder,ESTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
266,Historical Figures (1000's BCE),Hatshepsut,ENFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
267,Historical Figures (1900s),Deniz Gezmiş,ENFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
268,Historical Figures (1500s),Jane Seymour,ISFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
269,Historical Figures (1700s),Stanisław August Poniatowski,ENFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
270,Historical Figures (1700s),Shaka Zulu,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
271,Historical Figures (1st Millenium BCE),Nebuchadnezzar II,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
272,Historical Figures (1800s),"Arthur Wellesley, Duke of Wellington",ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
273,Historical Figures (1500s),Takeda Shingen,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
274,Historical Figures (1500s),Catherine Parr,ENFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
275,Historical Figures (1st Millenium BCE),Chanakya,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
276,Historical Figures (1900s),Bernard Montgomery,ESTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
277,Historical Figures (1300s),Casimir III the Great,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
278,Historical Figures (1800s),Nat Turner,INFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
279,Historical Figures (1900s),Joseph McCarthy,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
280,Historical Figures (1200s),"John, King of England",ESFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
281,Historical Figures (1400s),Sejong the Great,INTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
282,Historical Figures (1700s),John Laurens,ISFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
283,Historical Figures (1900s),Baba Vanga,INFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
284,Historical Figures (1st Millenium BCE),Euripides,INFJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
285,Historical Figures (1700s),Louis Antoine de Saint-Just,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
286,Historical Figures (200's),Caracalla,ESTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
287,Historical Figures (1900s),Indira Gandhi,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
288,Historical Figures (200's),Aurelian,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
289,Historical Figures (200's),Cao Pi (Emperor Wen of Wei),ESTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
290,Historical Figures (1900s),Peter Van Pels,ISFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
291,Historical Figures (1700s),Louis XV of France,ISFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
292,Historical Figures (1900s),Huey Long,ENTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
293,Historical Figures (1600s),Zumbi dos Palmares,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
294,Historical Figures (500s),Flavius Belisarius,ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
295,Historical Figures (1900s),Grand Duchess Olga,INFP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
296,Historical Figures (1800s),Helmuth von Moltke the Elder,ESTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
297,Historical Figures (1900s),Grand Duchess Tatiana,ISTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
298,Historical Figures (1200s),Kublai Khan,ENTP,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
299,Historical Figures (1800s),Manuel Belgrano,ESTJ,https://pdb-web-static.s3.us-east-2.amazonaws.com/category_icon/cat_22.png
